topology_id,node_count,generation_seed,average_degree,max_bfs_layer,channels,latency_slots,max_timeslot_index,valid,violations,used_channels,scheduled_transmissions,anex_seconds,validate_seconds
topo300_seed19,300,19,32.18,4,6,32,31,True,0,6,299,0.188381,0.008881
topo300_seed19,300,19,32.18,4,7,32,31,True,0,7,299,0.224147,0.067397
topo300_seed20,300,20,30.813333333333333,4,1,63,62,True,0,1,299,0.457575,0.069692
topo300_seed20,300,20,30.813333333333333,4,2,43,42,True,0,2,299,0.378308,0.074872
topo300_seed20,300,20,30.813333333333333,4,3,35,34,True,0,3,299,0.34281,0.068433
topo300_seed20,300,20,30.813333333333333,4,4,33,32,True,0,4,299,0.104003,0.009524
topo300_seed20,300,20,30.813333333333333,4,5,33,32,True,0,5,299,0.042552,0.009349
topo300_seed20,300,20,30.813333333333333,4,6,35,34,True,0,6,299,0.179457,0.070636
topo300_seed20,300,20,30.813333333333333,4,7,35,34,True,0,7,299,0.088294,0.061005
topo300_seed21,300,21,30.72,4,1,63,62,True,0,1,299,0.461651,0.070926
topo300_seed21,300,21,30.72,4,2,43,42,True,0,2,299,0.375394,0.071151
topo300_seed21,300,21,30.72,4,3,37,36,True,0,3,299,0.334812,0.066242
topo300_seed21,300,21,30.72,4,4,43,42,True,0,4,299,0.322056,0.064446
topo300_seed21,300,21,30.72,4,5,37,36,True,0,5,299,0.313326,0.072214
topo300_seed21,300,21,30.72,4,6,37,36,True,0,6,299,0.316004,0.067364
topo300_seed21,300,21,30.72,4,7,37,36,True,0,7,299,0.199629,0.008447
topo300_seed22,300,22,30.933333333333334,4,1,64,63,True,0,1,299,0.48384,0.077832
topo300_seed22,300,22,30.933333333333334,4,2,43,42,True,0,2,299,0.152566,0.075176
topo300_seed22,300,22,30.933333333333334,4,3,34,33,True,0,3,299,0.334415,0.077264
topo300_seed22,300,22,30.933333333333334,4,4,33,32,True,0,4,299,0.330372,0.06362
topo300_seed22,300,22,30.933333333333334,4,5,33,32,True,0,5,299,0.307819,0.066438
topo300_seed22,300,22,30.933333333333334,4,6,34,33,True,0,6,299,0.234033,0.008638
topo300_seed22,300,22,30.933333333333334,4,7,34,33,True,0,7,299,0.054176,0.008147
topo300_seed23,300,23,30.546666666666667,4,1,62,61,True,0,1,299,0.05864,0.01034
topo300_seed23,300,23,30.546666666666667,4,2,35,34,True,0,2,299,0.055248,0.009243
topo300_seed23,300,23,30.546666666666667,4,3,35,34,True,0,3,299,0.044095,0.008692
topo300_seed23,300,23,30.546666666666667,4,4,35,34,True,0,4,299,0.040755,0.00867
topo300_seed23,300,23,30.546666666666667,4,5,32,31,True,0,5,299,0.040506,0.008565
topo300_seed23,300,23,30.546666666666667,4,6,35,34,True,0,6,299,0.044164,0.008039
topo300_seed23,300,23,30.546666666666667,4,7,35,34,True,0,7,299,0.039895,0.007939
topo300_seed24,300,24,29.953333333333333,5,1,63,62,True,0,1,299,0.079367,0.009373
topo300_seed24,300,24,29.953333333333333,5,2,43,42,True,0,2,299,0.047508,0.00953
topo300_seed24,300,24,29.953333333333333,5,3,43,42,True,0,3,299,0.045192,0.008993
topo300_seed24,300,24,29.953333333333333,5,4,37,36,True,0,4,299,0.041015,0.008811
topo300_seed24,300,24,29.953333333333333,5,5,37,36,True,0,5,299,0.043936,0.010195
topo300_seed24,300,24,29.953333333333333,5,6,37,36,True,0,6,299,0.040395,0.008434
topo300_seed24,300,24,29.953333333333333,5,7,37,36,True,0,7,299,0.040296,0.008164
topo300_seed25,300,25,30.42,4,1,67,66,True,0,1,299,0.077726,0.009639
topo300_seed25,300,25,30.42,4,2,47,46,True,0,2,299,0.046687,0.009097
topo300_seed25,300,25,30.42,4,3,37,36,True,0,3,299,0.042889,0.008931
topo300_seed25,300,25,30.42,4,4,31,30,True,0,4,299,0.041006,0.008918
topo300_seed25,300,25,30.42,4,5,31,30,True,0,5,299,0.041139,0.008315
topo300_seed25,300,25,30.42,4,6,37,36,True,0,6,299,0.046681,0.008354
topo300_seed25,300,25,30.42,4,7,31,30,True,0,7,299,0.040199,0.008295
topo300_seed26,300,26,30.273333333333333,4,1,59,58,True,0,1,299,0.058188,0.009788
topo300_seed26,300,26,30.273333333333333,4,2,39,38,True,0,2,299,0.047184,0.010015
topo300_seed26,300,26,30.273333333333333,4,3,34,33,True,0,3,299,0.07002,0.068543
topo300_seed26,300,26,30.273333333333333,4,4,34,33,True,0,4,299,0.299535,0.068491
topo300_seed26,300,26,30.273333333333333,4,5,34,33,True,0,5,299,0.323178,0.070094
topo300_seed26,300,26,30.273333333333333,4,6,39,38,True,0,6,299,0.09128,0.024626
topo300_seed26,300,26,30.273333333333333,4,7,34,33,True,0,7,299,0.309103,0.06871
topo300_seed27,300,27,30.373333333333335,4,1,68,67,True,0,1,299,0.454489,0.010692
topo300_seed27,300,27,30.373333333333335,4,2,45,44,True,0,2,299,0.049146,0.00962
topo300_seed27,300,27,30.373333333333335,4,3,35,34,True,0,3,299,0.046026,0.009464
topo300_seed27,300,27,30.373333333333335,4,4,38,37,True,0,4,299,0.04439,0.009442
topo300_seed27,300,27,30.373333333333335,4,5,35,34,True,0,5,299,0.041573,0.009027
topo300_seed27,300,27,30.373333333333335,4,6,35,34,True,0,6,299,0.048745,0.008968
topo300_seed27,300,27,30.373333333333335,4,7,35,34,True,0,7,299,0.042995,0.008777
topo300_seed28,300,28,30.793333333333333,4,1,63,62,True,0,1,299,0.060675,0.009858
topo300_seed28,300,28,30.793333333333333,4,2,42,41,True,0,2,299,0.048421,0.009317
topo300_seed28,300,28,30.793333333333333,4,3,32,31,True,0,3,299,0.045514,0.009321
topo300_seed28,300,28,30.793333333333333,4,4,33,32,True,0,4,299,0.049996,0.008443
topo300_seed28,300,28,30.793333333333333,4,5,33,32,True,0,5,299,0.042172,0.00818
topo300_seed28,300,28,30.793333333333333,4,6,32,31,True,0,6,299,0.040048,0.008007
topo300_seed28,300,28,30.793333333333333,4,7,33,32,True,0,7,299,0.042243,0.010108
topo300_seed29,300,29,30.74,4,1,69,68,True,0,1,299,0.062942,0.008976
topo300_seed29,300,29,30.74,4,2,42,41,True,0,2,299,0.048222,0.009097
topo300_seed29,300,29,30.74,4,3,32,31,True,0,3,299,0.044779,0.009081
topo300_seed29,300,29,30.74,4,4,32,31,True,0,4,299,0.041438,0.008666
topo300_seed29,300,29,30.74,4,5,32,31,True,0,5,299,0.041336,0.009884
topo300_seed29,300,29,30.74,4,6,32,31,True,0,6,299,0.041364,0.008475
topo300_seed29,300,29,30.74,4,7,39,38,True,0,7,299,0.040753,0.008135
